Security_Symbol,             ,Security_Type,Current_Pos_Limit,Current_NearTerm_Limit
LAKE  ,               ,Equity,2500000   ,0         
LAMR  ,               ,Equity,7500000   ,0         
LANC  ,               ,Equity,5000000   ,0         
LAND  ,               ,Equity,7500000   ,0         
LASR  ,               ,Equity,5000000   ,0         
LAUR  ,               ,Equity,25000000  ,0         
LAW   ,               ,Equity,7500000   ,0         
LAZ   ,               ,Equity,20000000  ,0         
LAZR  ,               ,Equity,25000000  ,0         
LAZY  ,               ,Equity,2500000   ,0         
LBAI  ,               ,Equity,5000000   ,0         
LBC   ,               ,Equity,2500000   ,0         
LBRDA ,               ,Equity,5000000   ,0         
LBRDK ,               ,Equity,25000000  ,0         
LBRT  ,               ,Equity,25000000  ,0         
LBTYA ,               ,Equity,25000000  ,0         
LBTYK ,               ,Equity,25000000  ,0         
LC    ,               ,Equity,25000000  ,0         
LCID  ,               ,Equity,25000000  ,0         
LCII  ,               ,Equity,5000000   ,0         
LCNB  ,               ,Equity,2500000   ,0         
LCTD  ,               ,Equity,2500000   ,0         
LCTU  ,               ,Equity,2500000   ,0         
LCTX  ,               ,Equity,7500000   ,0         
LCUT  ,               ,Equity,2500000   ,0         
LDEM  ,               ,Equity,2500000   ,0         
LDI   ,               ,Equity,7500000   ,0         
LDOS  ,               ,Equity,25000000  ,0         
LE    ,               ,Equity,5000000   ,0         
LEA   ,               ,Equity,7500000   ,0         
LECO  ,               ,Equity,7500000   ,0         
LEG   ,               ,Equity,25000000  ,0         
LEGH  ,               ,Equity,2500000   ,0         
LEGN  ,               ,Equity,25000000  ,0         
LEGR  ,               ,Equity,2500000   ,0         
LEMB  ,               ,Equity,2500000   ,0         
LEN   ,               ,Equity,25000000  ,0         
LESL  ,               ,Equity,25000000  ,0         
LETB  ,               ,Equity,2500000   ,0         
LEU   ,               ,Equity,5000000   ,0         
LEV   ,               ,Equity,25000000  ,0         
LEVI  ,               ,Equity,25000000  ,0         
LFCR  ,               ,Equity,20000000  ,0         
LFLY  ,               ,Equity,7500000   ,0         
LFMD  ,               ,Equity,25000000  ,0         
LFST  ,               ,Equity,25000000  ,0         
LFUS  ,               ,Equity,2500000   ,0         
LFVN  ,               ,Equity,2500000   ,0         
LGFA  ,               ,Equity,25000000  ,0         
LGFB  ,               ,Equity,25000000  ,0         
LGHL  ,               ,Equity,25000000  ,0         
LGIH  ,               ,Equity,7500000   ,0         
LGLV  ,               ,Equity,2500000   ,0         
LGMK  ,               ,Equity,25000000  ,0         
LGND  ,               ,Equity,5000000   ,0         
LGO   ,               ,Equity,2500000   ,0         
LH    ,               ,Equity,25000000  ,0         
LHDXQ ,               ,Equity,25000000  ,0         
LHX   ,               ,Equity,25000000  ,0         
LI    ,               ,Equity,25000000  ,0         
LICY  ,               ,Equity,25000000  ,0         
LIDR  ,               ,Equity,25000000  ,0         
LIFE  ,               ,Equity,7500000   ,0         
LII   ,               ,Equity,7500000   ,0         
LILA  ,               ,Equity,5000000   ,0         
LILAK ,               ,Equity,25000000  ,0         
LILM  ,               ,Equity,25000000  ,0         
LIN   ,               ,Equity,25000000  ,0         
LINC  ,               ,Equity,2500000   ,0         
LIND  ,               ,Equity,7500000   ,0         
LIQT  ,               ,Equity,5000000   ,0         
LIT   ,               ,Equity,25000000  ,0         
LITE  ,               ,Equity,25000000  ,0         
LITM  ,               ,Equity,25000000  ,0         
LIVN  ,               ,Equity,7500000   ,0         
LIZI  ,               ,Equity,25000000  ,0         
LKFN  ,               ,Equity,2500000   ,0         
LKQ   ,               ,Equity,25000000  ,0         
LL    ,               ,Equity,20000000  ,0         
LLAP  ,               ,Equity,25000000  ,0         
LLY   ,               ,Equity,25000000  ,0         
LMAT  ,               ,Equity,2500000   ,0         
LMB   ,               ,Equity,2500000   ,0         
LMBS  ,               ,Equity,20000000  ,0         
LMFA  ,               ,Equity,7500000   ,0         
LMND  ,               ,Equity,50000000  ,0         
LMNL  ,               ,Equity,2500000   ,0         
LMNR  ,               ,Equity,2500000   ,0         
LMT   ,               ,Equity,25000000  ,0         
LNC   ,               ,Equity,25000000  ,0         
LNG   ,               ,Equity,25000000  ,0         
LNN   ,               ,Equity,2500000   ,0         
LNSR  ,               ,Equity,2500000   ,0         
LNT   ,               ,Equity,25000000  ,0         
LNTH  ,               ,Equity,25000000  ,0         
LNW   ,               ,Equity,20000000  ,0         
LOAN  ,               ,Equity,2500000   ,0         
LOB   ,               ,Equity,7500000   ,0         
LOCL  ,               ,Equity,7500000   ,0         
LOCO  ,               ,Equity,7500000   ,0         
LODE  ,               ,Equity,25000000  ,0         
LOGI  ,               ,Equity,25000000  ,0         
LOMA  ,               ,Equity,7500000   ,0         
LOOP  ,               ,Equity,2500000   ,0         
LOPE  ,               ,Equity,5000000   ,0         
LOUP  ,               ,Equity,2500000   ,0         
LOV   ,               ,Equity,7500000   ,0         
LOVE  ,               ,Equity,7500000   ,0         
LOW   ,               ,Equity,25000000  ,0         
LPCN  ,               ,Equity,25000000  ,0         
LPG   ,               ,Equity,7500000   ,0         
LPL   ,               ,Equity,7500000   ,0         
LPLA  ,               ,Equity,25000000  ,0         
LPRO  ,               ,Equity,25000000  ,0         
LPSN  ,               ,Equity,25000000  ,0         
LPTX  ,               ,Equity,25000000  ,0         
LPX   ,               ,Equity,25000000  ,0         
LQD   ,               ,Equity,50000000  ,0         
LQDA  ,               ,Equity,25000000  ,0         
LQDH  ,               ,Equity,2500000   ,0         
LQDI  ,               ,Equity,2500000   ,0         
LQDT  ,               ,Equity,5000000   ,0         
LQIG  ,               ,Equity,2500000   ,0         
LRCX  ,               ,Equity,25000000  ,0         
LRGF  ,               ,Equity,5000000   ,0         
LRMR  ,               ,Equity,5000000   ,0         
LRN   ,               ,Equity,20000000  ,0         
LRND  ,               ,Equity,2500000   ,0         
LRNZ  ,               ,Equity,2500000   ,0         
LSAK  ,               ,Equity,2500000   ,0         
LSCC  ,               ,Equity,25000000  ,0         
LSEA  ,               ,Equity,2500000   ,0         
LSPD  ,               ,Equity,25000000  ,0         
LSTR  ,               ,Equity,5000000   ,0         
LSXMA ,               ,Equity,25000000  ,0         
LSXMK ,               ,Equity,25000000  ,0         
LTBR  ,               ,Equity,5000000   ,0         
LTC   ,               ,Equity,5000000   ,0         
LTCH  ,               ,Equity,25000000  ,0         
LTH   ,               ,Equity,25000000  ,0         
LTHM  ,               ,Equity,25000000  ,0         
LTL   ,               ,Equity,2500000   ,0         
LTPZ  ,               ,Equity,2500000   ,0         
LTRN  ,               ,Equity,2500000   ,0         
LTRPA ,               ,Equity,25000000  ,0         
LTRX  ,               ,Equity,5000000   ,0         
LTRY  ,               ,Equity,25000000  ,0         
LU    ,               ,Equity,25000000  ,0         
LULU  ,               ,Equity,25000000  ,0         
LUMN  ,               ,Equity,25000000  ,0         
LUNA  ,               ,Equity,5000000   ,0         
LUNG  ,               ,Equity,7500000   ,0         
LUV   ,               ,Equity,25000000  ,0         
LVHD  ,               ,Equity,5000000   ,0         
LVHI  ,               ,Equity,2500000   ,0         
LVLU  ,               ,Equity,5000000   ,0         
LVO   ,               ,Equity,25000000  ,0         
LVOX  ,               ,Equity,5000000   ,0         
LVS   ,               ,Equity,25000000  ,0         
LVTX  ,               ,Equity,7500000   ,0         
LVWR  ,               ,Equity,5000000   ,0         
LW    ,               ,Equity,25000000  ,0         
LWLG  ,               ,Equity,25000000  ,0         
LX    ,               ,Equity,25000000  ,0         
LXFR  ,               ,Equity,2500000   ,0         
LXP   ,               ,Equity,25000000  ,0         
LXRX  ,               ,Equity,25000000  ,0         
LXU   ,               ,Equity,25000000  ,0         
LYB   ,               ,Equity,25000000  ,0         
LYEL  ,               ,Equity,25000000  ,0         
LYFT  ,               ,Equity,25000000  ,0         
LYG   ,               ,Equity,25000000  ,0         
LYRA  ,               ,Equity,2500000   ,0         
LYTS  ,               ,Equity,5000000   ,0         
LYV   ,               ,Equity,25000000  ,0         
LZ    ,               ,Equity,25000000  ,0         
LZB   ,               ,Equity,7500000   ,0         
M     ,               ,Equity,25000000  ,0         
MA    ,               ,Equity,25000000  ,0         
MAA   ,               ,Equity,20000000  ,0         
MAC   ,               ,Equity,25000000  ,0         
MACK  ,               ,Equity,7500000   ,0         
MAG   ,               ,Equity,20000000  ,0         
MAGA  ,               ,Equity,2500000   ,0         
MAIN  ,               ,Equity,7500000   ,0         
MAKX  ,               ,Equity,2500000   ,0         
MAN   ,               ,Equity,7500000   ,0         
MANH  ,               ,Equity,5000000   ,0         
MANU  ,               ,Equity,25000000  ,0         
MAPS  ,               ,Equity,25000000  ,0         
MAR   ,               ,Equity,25000000  ,0         
MARA  ,               ,Equity,25000000  ,0         
MARK  ,               ,Equity,25000000  ,0         
MAS   ,               ,Equity,25000000  ,0         
MASI  ,               ,Equity,20000000  ,0         
MASS  ,               ,Equity,5000000   ,0         
MAT   ,               ,Equity,25000000  ,0         
MATV  ,               ,Equity,7500000   ,0         
MATW  ,               ,Equity,2500000   ,0         
MATX  ,               ,Equity,7500000   ,0         
MAX   ,               ,Equity,5000000   ,0         
MAXN  ,               ,Equity,25000000  ,0         
MBB   ,               ,Equity,25000000  ,0         
MBC   ,               ,Equity,25000000  ,0         
MBI   ,               ,Equity,7500000   ,0         
MBIN  ,               ,Equity,2500000   ,0         
MBIO  ,               ,Equity,7500000   ,0         
MBLY  ,               ,Equity,25000000  ,0         
MBOT  ,               ,Equity,25000000  ,0         
MBUU  ,               ,Equity,5000000   ,0         
MBWM  ,               ,Equity,2500000   ,0         
MC    ,               ,Equity,20000000  ,0         
MCB   ,               ,Equity,7500000   ,0         
MCBC  ,               ,Equity,2500000   ,0         
MCBS  ,               ,Equity,2500000   ,0         
MCD   ,               ,Equity,25000000  ,0         
MCFT  ,               ,Equity,5000000   ,0         
MCHI  ,               ,Equity,25000000  ,0         
MCHP  ,               ,Equity,50000000  ,0         
MCHX  ,               ,Equity,2500000   ,0         
MCK   ,               ,Equity,25000000  ,0         
MCO   ,               ,Equity,25000000  ,0         
MCRB  ,               ,Equity,25000000  ,0         
MCRI  ,               ,Equity,2500000   ,0         
MCS   ,               ,Equity,7500000   ,0         
MCW   ,               ,Equity,25000000  ,0         
MCY   ,               ,Equity,7500000   ,0         
MD    ,               ,Equity,20000000  ,0         
MDB   ,               ,Equity,25000000  ,0         
MDC   ,               ,Equity,7500000   ,0         
MDEV  ,               ,Equity,2500000   ,0         
MDGL  ,               ,Equity,7500000   ,0         
MDGS  ,               ,Equity,2500000   ,0         
MDIV  ,               ,Equity,5000000   ,0         
MDLZ  ,               ,Equity,25000000  ,0         
MDRX  ,               ,Equity,25000000  ,0         
MDT   ,               ,Equity,25000000  ,0         
MDU   ,               ,Equity,25000000  ,0         
MDVL  ,               ,Equity,5000000   ,0         
MDXG  ,               ,Equity,20000000  ,0         
MDY   ,               ,Equity,25000000  ,0         
MDYG  ,               ,Equity,7500000   ,0         
MDYV  ,               ,Equity,7500000   ,0         
ME    ,               ,Equity,25000000  ,0         
MEC   ,               ,Equity,2500000   ,0         
MED   ,               ,Equity,5000000   ,0         
MEDP  ,               ,Equity,7500000   ,0         
MEG   ,               ,Equity,5000000   ,0         
MEI   ,               ,Equity,5000000   ,0         
MEIP  ,               ,Equity,25000000  ,0         
MELI  ,               ,Equity,20000000  ,0         
MEME  ,               ,Equity,2500000   ,0         
MEOH  ,               ,Equity,7500000   ,0         
MERC  ,               ,Equity,7500000   ,0         
MESA  ,               ,Equity,7500000   ,0         
MESO  ,               ,Equity,5000000   ,0         
MET   ,               ,Equity,25000000  ,0         
META  ,               ,Equity,25000000  ,0         
METC  ,               ,Equity,7500000   ,0         
METV  ,               ,Equity,25000000  ,0         
MEXX  ,               ,Equity,2500000   ,0         
MFA   ,               ,Equity,25000000  ,0         
MFC   ,               ,Equity,25000000  ,0         
MFG   ,               ,Equity,25000000  ,0         
MFH   ,               ,Equity,7500000   ,0         
MFIC  ,               ,Equity,5000000   ,0         
MFIN  ,               ,Equity,2500000   ,0         
MG    ,               ,Equity,2500000   ,0         
MGA   ,               ,Equity,25000000  ,0         
MGC   ,               ,Equity,2500000   ,0         
MGEE  ,               ,Equity,2500000   ,0         
MGIC  ,               ,Equity,2500000   ,0         
MGK   ,               ,Equity,7500000   ,0         
MGM   ,               ,Equity,25000000  ,0         
MGNI  ,               ,Equity,25000000  ,0         
MGNX  ,               ,Equity,25000000  ,0         
MGPI  ,               ,Equity,2500000   ,0         
MGRC  ,               ,Equity,2500000   ,0         
MGTA  ,               ,Equity,25000000  ,0         
MGTX  ,               ,Equity,5000000   ,0         
MGV   ,               ,Equity,7500000   ,0         
MGY   ,               ,Equity,25000000  ,0         
MHK   ,               ,Equity,20000000  ,0         
MHLD  ,               ,Equity,5000000   ,0         
MHO   ,               ,Equity,5000000   ,0         
MIDD  ,               ,Equity,7500000   ,0         
MIDU  ,               ,Equity,2500000   ,0         
MILN  ,               ,Equity,2500000   ,0         
MIMO  ,               ,Equity,25000000  ,0         
MIND  ,               ,Equity,2500000   ,0         
MINT  ,               ,Equity,25000000  ,0         
MIR   ,               ,Equity,25000000  ,0         
MIRM  ,               ,Equity,7500000   ,0         
MIRO  ,               ,Equity,2500000   ,0         
MIST  ,               ,Equity,7500000   ,0         
MITK  ,               ,Equity,7500000   ,0         
MITT  ,               ,Equity,25000000  ,0         
MIXT  ,               ,Equity,2500000   ,0         
MJ    ,               ,Equity,25000000  ,0         
MKC   ,               ,Equity,25000000  ,0         
MKFG  ,               ,Equity,25000000  ,0         
MKL   ,               ,Equity,2500000   ,0         
MKSI  ,               ,Equity,20000000  ,0         
MKTW  ,               ,Equity,5000000   ,0         
MKTX  ,               ,Equity,7500000   ,0         
ML    ,               ,Equity,25000000  ,0         
MLCO  ,               ,Equity,25000000  ,0         
MLI   ,               ,Equity,7500000   ,0         
MLKN  ,               ,Equity,25000000  ,0         
MLM   ,               ,Equity,7500000   ,0         
MLN   ,               ,Equity,5000000   ,0         
MLNK  ,               ,Equity,5000000   ,0         
MLPA  ,               ,Equity,2500000   ,0         
MLPX  ,               ,Equity,2500000   ,0         
MLR   ,               ,Equity,2500000   ,0         
MLSS  ,               ,Equity,2500000   ,0         
MMAT  ,               ,Equity,25000000  ,0         
MMC   ,               ,Equity,25000000  ,0         
MMI   ,               ,Equity,5000000   ,0         
MMLP  ,               ,Equity,2500000   ,0         
MMM   ,               ,Equity,25000000  ,0         
MMP   ,               ,Equity,25000000  ,0         
MMS   ,               ,Equity,7500000   ,0         
MMSI  ,               ,Equity,5000000   ,0         
MMTM  ,               ,Equity,2500000   ,0         
MMYT  ,               ,Equity,7500000   ,0         
MNA   ,               ,Equity,2500000   ,0         
MNDO  ,               ,Equity,2500000   ,0         
MNDY  ,               ,Equity,25000000  ,0         
MNKD  ,               ,Equity,25000000  ,0         
MNMD  ,               ,Equity,25000000  ,0         
MNOV  ,               ,Equity,2500000   ,0         
MNRO  ,               ,Equity,5000000   ,0         
MNSO  ,               ,Equity,25000000  ,0         
MNST  ,               ,Equity,50000000  ,0         
MNTK  ,               ,Equity,7500000   ,0         
MNTS  ,               ,Equity,25000000  ,0         
MNTX  ,               ,Equity,2500000   ,0         
MO    ,               ,Equity,25000000  ,0         
MOAT  ,               ,Equity,7500000   ,0         
MOD   ,               ,Equity,7500000   ,0         
MODG  ,               ,Equity,25000000  ,0         
MODN  ,               ,Equity,7500000   ,0         
MODV  ,               ,Equity,2500000   ,0         
MOFG  ,               ,Equity,2500000   ,0         
MOGA  ,               ,Equity,2500000   ,0         
MOGO  ,               ,Equity,25000000  ,0         
MOH   ,               ,Equity,7500000   ,0         
MOMO  ,               ,Equity,25000000  ,0         
MOO   ,               ,Equity,5000000   ,0         
MOON  ,               ,Equity,2500000   ,0         
MOR   ,               ,Equity,2500000   ,0         
MORF  ,               ,Equity,7500000   ,0         
MORN  ,               ,Equity,5000000   ,0         
MORT  ,               ,Equity,2500000   ,0         
MOS   ,               ,Equity,25000000  ,0         
MOV   ,               ,Equity,5000000   ,0         
MOXC  ,               ,Equity,25000000  ,0         
MP    ,               ,Equity,25000000  ,0         
MPAA  ,               ,Equity,5000000   ,0         
MPB   ,               ,Equity,2500000   ,0         
MPC   ,               ,Equity,25000000  ,0         
MPLN  ,               ,Equity,25000000  ,0         
MPLX  ,               ,Equity,25000000  ,0         
MPW   ,               ,Equity,25000000  ,0         
MPWR  ,               ,Equity,20000000  ,0         
MPX   ,               ,Equity,2500000   ,0         
MQ    ,               ,Equity,25000000  ,0         
MRAI  ,               ,Equity,25000000  ,0         
MRAM  ,               ,Equity,2500000   ,0         
MRC   ,               ,Equity,7500000   ,0         
MRCC  ,               ,Equity,2500000   ,0         
MRCY  ,               ,Equity,7500000   ,0         
MREO  ,               ,Equity,25000000  ,0         
MRIN  ,               ,Equity,25000000  ,0         
MRK   ,               ,Equity,25000000  ,0         
MRKR  ,               ,Equity,25000000  ,0         
MRNA  ,               ,Equity,25000000  ,0         
MRNS  ,               ,Equity,20000000  ,0         
MRO   ,               ,Equity,25000000  ,0         
MRSN  ,               ,Equity,25000000  ,0         
MRTN  ,               ,Equity,7500000   ,0         
MRTX  ,               ,Equity,25000000  ,0         
MRUS  ,               ,Equity,7500000   ,0         
MRVI  ,               ,Equity,25000000  ,0         
MRVL  ,               ,Equity,25000000  ,0         
MS    ,               ,Equity,25000000  ,0         
MSA   ,               ,Equity,2500000   ,0         
MSB   ,               ,Equity,2500000   ,0         
MSBI  ,               ,Equity,2500000   ,0         
MSCI  ,               ,Equity,7500000   ,0         
MSEX  ,               ,Equity,5000000   ,0         
MSFT  ,               ,Equity,25000000  ,0         
MSGE  ,               ,Equity,7500000   ,0         
MSGS  ,               ,Equity,2500000   ,0         
MSI   ,               ,Equity,20000000  ,0         
MSM   ,               ,Equity,7500000   ,0         
MSOS  ,               ,Equity,25000000  ,0         
MSOX  ,               ,Equity,2500000   ,0         
MSTR  ,               ,Equity,25000000  ,0         
MT    ,               ,Equity,25000000  ,0         
MTA   ,               ,Equity,5000000   ,0         
MTB   ,               ,Equity,25000000  ,0         
MTCH  ,               ,Equity,25000000  ,0         
MTCR  ,               ,Equity,7500000   ,0         
MTD   ,               ,Equity,2500000   ,0         
MTDR  ,               ,Equity,25000000  ,0         
MTEM  ,               ,Equity,7500000   ,0         
MTG   ,               ,Equity,25000000  ,0         
MTH   ,               ,Equity,7500000   ,0         
MTLS  ,               ,Equity,5000000   ,0         
MTN   ,               ,Equity,7500000   ,0         
MTRN  ,               ,Equity,2500000   ,0         
MTRX  ,               ,Equity,7500000   ,0         
MTSI  ,               ,Equity,7500000   ,0         
MTTR  ,               ,Equity,25000000  ,0         
MTUM  ,               ,Equity,25000000  ,0         
MTVR  ,               ,Equity,2500000   ,0         
MTW   ,               ,Equity,7500000   ,0         
MTX   ,               ,Equity,5000000   ,0         
MTZ   ,               ,Equity,20000000  ,0         
MU    ,               ,Equity,25000000  ,0         
MUB   ,               ,Equity,25000000  ,0         
MUFG  ,               ,Equity,25000000  ,0         
MULN  ,               ,Equity,25000000  ,0         
MUNI  ,               ,Equity,5000000   ,0         
MUR   ,               ,Equity,25000000  ,0         
MUSA  ,               ,Equity,5000000   ,0         
MUX   ,               ,Equity,25000000  ,0         
MVBF  ,               ,Equity,2500000   ,0         
MVIS  ,               ,Equity,25000000  ,0         
MVO   ,               ,Equity,2500000   ,0         
MVPS  ,               ,Equity,2500000   ,0         
MVST  ,               ,Equity,25000000  ,0         
MVV   ,               ,Equity,2500000   ,0         
MWA   ,               ,Equity,25000000  ,0         
MX    ,               ,Equity,25000000  ,0         
MXCT  ,               ,Equity,7500000   ,0         
MXEA  ,               ,Index/Other,50000     ,0         
MXEF  ,               ,Index/Other,50000     ,0         
MXI   ,               ,Equity,2500000   ,0         
MXL   ,               ,Equity,20000000  ,0         
MYE   ,               ,Equity,2500000   ,0         
MYGN  ,               ,Equity,7500000   ,0         
MYMD  ,               ,Equity,7500000   ,0         
MYPS  ,               ,Equity,7500000   ,0         
MYRG  ,               ,Equity,2500000   ,0         
MYTE  ,               ,Equity,5000000   ,0         
MYY   ,               ,Equity,2500000   ,0         
MZZ   ,               ,Equity,2500000   ,0         
NAAS  ,               ,Equity,7500000   ,0         
NABL  ,               ,Equity,7500000   ,0         
NAIL  ,               ,Equity,20000000  ,0         
NAK   ,               ,Equity,25000000  ,0         
NAN   ,               ,Equity,2500000   ,0         
NANR  ,               ,Equity,2500000   ,0         
NAPA  ,               ,Equity,20000000  ,0         
NARI  ,               ,Equity,25000000  ,0         
NAT   ,               ,Equity,25000000  ,0         
NATI  ,               ,Equity,25000000  ,0         
NATR  ,               ,Equity,2500000   ,0         
NAUT  ,               ,Equity,5000000   ,0         
NAVB  ,               ,Equity,25000000  ,0         
NAVI  ,               ,Equity,25000000  ,0         
NB    ,               ,Equity,2500000   ,0         
NBHC  ,               ,Equity,5000000   ,0         
NBIX  ,               ,Equity,20000000  ,0         
NBR   ,               ,Equity,5000000   ,0         
NBSE  ,               ,Equity,7500000   ,0         
NBTB  ,               ,Equity,5000000   ,0         
NCLH  ,               ,Equity,25000000  ,0         
NCMGF ,               ,Equity,25000000  ,0         
NCMI  ,               ,Equity,25000000  ,0         
NCNO  ,               ,Equity,25000000  ,0         
NCR   ,               ,Equity,25000000  ,0         
NCTY  ,               ,Equity,25000000  ,0         
NDAQ  ,               ,Equity,75000000  ,0         
NDLS  ,               ,Equity,5000000   ,0         
NDSN  ,               ,Equity,5000000   ,0         
NE    ,               ,Equity,25000000  ,0         
NEAR  ,               ,Equity,25000000  ,0         
NECB  ,               ,Equity,2500000   ,0         
NEE   ,               ,Equity,25000000  ,0         
NEGG  ,               ,Equity,25000000  ,0         
NEM   ,               ,Equity,25000000  ,0         
NEO   ,               ,Equity,25000000  ,0         
NEOG  ,               ,Equity,25000000  ,0         
NEON  ,               ,Equity,5000000   ,0         
NEP   ,               ,Equity,25000000  ,0         
NERD  ,               ,Equity,2500000   ,0         
NESR  ,               ,Equity,7500000   ,0         
NET   ,               ,Equity,25000000  ,0         
NETI  ,               ,Equity,7500000   ,0         
NETL  ,               ,Equity,2500000   ,0         
NETZ  ,               ,Equity,2500000   ,0         
NEU   ,               ,Equity,2500000   ,0         
NEWP  ,               ,Equity,2500000   ,0         
NEWR  ,               ,Equity,25000000  ,0         
NEWT  ,               ,Equity,5000000   ,0         
NEX   ,               ,Equity,25000000  ,0         
NEXA  ,               ,Equity,5000000   ,0         
NEXT  ,               ,Equity,25000000  ,0         
NFBK  ,               ,Equity,5000000   ,0         
NFE   ,               ,Equity,25000000  ,0         
NFG   ,               ,Equity,7500000   ,0         
NFGC  ,               ,Equity,5000000   ,0         
NFLX  ,               ,Equity,25000000  ,0         
NFRA  ,               ,Equity,5000000   ,0         
NG    ,               ,Equity,25000000  ,0         
NGD   ,               ,Equity,25000000  ,0         
NGG   ,               ,Equity,7500000   ,0         
NGL   ,               ,Equity,25000000  ,0         
NGM   ,               ,Equity,20000000  ,0         
NGMS  ,               ,Equity,5000000   ,0         
NGS   ,               ,Equity,2500000   ,0         
NGVC  ,               ,Equity,2500000   ,0         
NGVT  ,               ,Equity,7500000   ,0         
NHC   ,               ,Equity,2500000   ,0         
NHI   ,               ,Equity,5000000   ,0         
NHTC  ,               ,Equity,2500000   ,0         
NHWK  ,               ,Equity,25000000  ,0         
NI    ,               ,Equity,25000000  ,0         
NIC   ,               ,Equity,2500000   ,0         
NICE  ,               ,Equity,7500000   ,0         
NINE  ,               ,Equity,25000000  ,0         
NIO   ,               ,Equity,25000000  ,0         
NIU   ,               ,Equity,25000000  ,0         
NIWM  ,               ,Equity,2500000   ,0         
NJR   ,               ,Equity,7500000   ,0         
NKE   ,               ,Equity,25000000  ,0         
NKLA  ,               ,Equity,50000000  ,0         
NKTR  ,               ,Equity,25000000  ,0         
NKTX  ,               ,Equity,25000000  ,0         
NL    ,               ,Equity,2500000   ,0         
NLR   ,               ,Equity,2500000   ,0         
NLS   ,               ,Equity,25000000  ,0         
NLTX  ,               ,Equity,5000000   ,0         
NLY   ,               ,Equity,25000000  ,0         
NM    ,               ,Equity,2500000   ,0         
NMFC  ,               ,Equity,7500000   ,0         
NMG   ,               ,Equity,2500000   ,0         
NMIH  ,               ,Equity,7500000   ,0         
NMM   ,               ,Equity,5000000   ,0         
NMR   ,               ,Equity,25000000  ,0         
NMRD  ,               ,Equity,2500000   ,0         
NMRK  ,               ,Equity,25000000  ,0         
NMTC  ,               ,Equity,5000000   ,0         
NMTRQ ,               ,Equity,25000000  ,0         
NNBR  ,               ,Equity,5000000   ,0         
NNDM  ,               ,Equity,25000000  ,0         
NNI   ,               ,Equity,2500000   ,0         
NNN   ,               ,Equity,25000000  ,0         
NNOX  ,               ,Equity,25000000  ,0         
NNVC  ,               ,Equity,5000000   ,0         
NOA   ,               ,Equity,2500000   ,0         
NOAH  ,               ,Equity,2500000   ,0         
NOBL  ,               ,Equity,7500000   ,0         
NOC   ,               ,Equity,25000000  ,0         
NOG   ,               ,Equity,25000000  ,0         
NOK   ,               ,Equity,25000000  ,0         
NOMD  ,               ,Equity,25000000  ,0         
NOTE  ,               ,Equity,25000000  ,0         
NOTV  ,               ,Equity,7500000   ,0         
NOV   ,               ,Equity,25000000  ,0         
NOVA  ,               ,Equity,25000000  ,0         
NOVNQ ,               ,Equity,7500000   ,0         
NOVT  ,               ,Equity,5000000   ,0         
NOW   ,               ,Equity,25000000  ,0         
NPO   ,               ,Equity,2500000   ,0         
NR    ,               ,Equity,7500000   ,0         
NRC   ,               ,Equity,2500000   ,0         
NRDS  ,               ,Equity,7500000   ,0         
NRDY  ,               ,Equity,25000000  ,0         
NREF  ,               ,Equity,2500000   ,0         
NRG   ,               ,Equity,25000000  ,0         
NRGV  ,               ,Equity,25000000  ,0         
NRIX  ,               ,Equity,7500000   ,0         
NRP   ,               ,Equity,2500000   ,0         
NRT   ,               ,Equity,2500000   ,0         
NRXP  ,               ,Equity,25000000  ,0         
NS    ,               ,Equity,7500000   ,0         
NSA   ,               ,Equity,20000000  ,0         
NSC   ,               ,Equity,25000000  ,0         
NSIT  ,               ,Equity,5000000   ,0         
NSP   ,               ,Equity,5000000   ,0         
NSPR  ,               ,Equity,2500000   ,0         
NSPY  ,               ,Equity,2500000   ,0         
NSSC  ,               ,Equity,7500000   ,0         
NSTB  ,               ,Equity,5000000   ,0         
NSTG  ,               ,Equity,25000000  ,0         
NTAP  ,               ,Equity,25000000  ,0         
NTB   ,               ,Equity,5000000   ,0         
NTCO  ,               ,Equity,25000000  ,0         
NTCT  ,               ,Equity,7500000   ,0         
NTES  ,               ,Equity,25000000  ,0         
NTGR  ,               ,Equity,5000000   ,0         
NTLA  ,               ,Equity,25000000  ,0         
NTNX  ,               ,Equity,25000000  ,0         
NTR   ,               ,Equity,25000000  ,0         
NTRA  ,               ,Equity,25000000  ,0         
NTRS  ,               ,Equity,25000000  ,0         
NTST  ,               ,Equity,20000000  ,0         
NTSX  ,               ,Equity,2500000   ,0         
NTWK  ,               ,Equity,2500000   ,0         
NU    ,               ,Equity,25000000  ,0         
NUE   ,               ,Equity,25000000  ,0         
NUGT  ,               ,Equity,25000000  ,0         
NUS   ,               ,Equity,7500000   ,0         
NUSC  ,               ,Equity,2500000   ,0         
NUSI  ,               ,Equity,2500000   ,0         
NUVA  ,               ,Equity,25000000  ,0         
NUVB  ,               ,Equity,25000000  ,0         
NUVL  ,               ,Equity,5000000   ,0         
NVAX  ,               ,Equity,25000000  ,0         
NVCR  ,               ,Equity,25000000  ,0         
NVDA  ,               ,Equity,25000000  ,0         
NVDS  ,               ,Equity,25000000  ,0         
NVDY  ,               ,Equity,2500000   ,0         
NVEE  ,               ,Equity,2500000   ,0         
NVEI  ,               ,Equity,7500000   ,0         
